NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
TLCD4	1	ENSG00000152078	
VSIG10	1	ENSG00000176834	
ETAA1	1	ENSG00000143971	
KANSL1L	1	ENSG00000144445	
BOD1	1	ENSG00000145919	
POLI	1	ENSG00000101751	
RETREG2	1	ENSG00000144567	
CAMK2D	1	ENSG00000145349	
ZNF25	1	ENSG00000175395	
MTREX	1	ENSG00000039123	
ZNF83	1	ENSG00000167766	
AFTPH	1	ENSG00000119844	
ACAA2P1	1	ENSG00000233585	
KDM3A	1	ENSG00000115548	
FBXL5	1	ENSG00000118564	
LDLRAD4	1	ENSG00000168675	
TAB3	1	ENSG00000157625	
CGGBP1	1	ENSG00000163320	
CAT	1	ENSG00000121691	
MYNN	1	ENSG00000085274	
SLC38A6	1	ENSG00000139974	
SENP6	1	ENSG00000112701	
RNF170	1	ENSG00000120925	
SLIT3	1	ENSG00000184347	
PPM1L	1	ENSG00000163590	
ZNF430	1	ENSG00000118620	
EXOC1	1	ENSG00000090989	
ACSL3	1	ENSG00000123983	
SMG7	1	ENSG00000116698	
PLEKHA5	1	ENSG00000052126	
FNIP2	1	ENSG00000052795	
DDI2	1	ENSG00000197312	
TSPAN6	1	ENSG00000000003	
RMND5A	1	ENSG00000153561	
WASHC2A	1	ENSG00000099290	
CCDC14	1	ENSG00000175455	
SPEG	1	ENSG00000072195	
CEP57	1	ENSG00000166037	
DCTN4	1	ENSG00000132912	
DRAM2	1	ENSG00000156171	
SEC13	1	ENSG00000157020	
SLC11A2	1	ENSG00000110911	
ICA1	1	ENSG00000003147	
BLTP1	1	ENSG00000138688	
AK4	1	ENSG00000162433	
WAC	1	ENSG00000095787	
CDADC1	1	ENSG00000102543	
ZNF526	1	ENSG00000167625	
PTP4A1	1	ENSG00000112245	
LRPPRC	1	ENSG00000138095	
TMPO	1	ENSG00000120802	
TMEM263	1	ENSG00000151135	
HLTF	1	ENSG00000071794	
IQSEC1	1	ENSG00000144711	
ALDH6A1	1	ENSG00000119711	
PPM1A	1	ENSG00000100614	
PDIA3	1	ENSG00000167004	
LYST	1	ENSG00000143669	
SASH1	1	ENSG00000111961	
TTC14	1	ENSG00000163728	
RIMS3	1	ENSG00000117016	
ZNF697	1	ENSG00000143067	
AHCYL1	1	ENSG00000168710	
SELENOF	1	ENSG00000183291	
CAPZA1	1	ENSG00000116489	
TXNDC11	1	ENSG00000153066	
KRTCAP2	1	ENSG00000163463	
ZMAT1	1	ENSG00000166432	
VCPIP1	1	ENSG00000175073	
HYCC1	1	ENSG00000122591	
WDR24	1	ENSG00000127580	
ERMAP	1	ENSG00000164010	
RNF4	1	ENSG00000063978	
MKRN2	1	ENSG00000075975	
ATP10D	1	ENSG00000145246	
DIPK2A	1	ENSG00000181744	
STX6	1	ENSG00000135823	
HSD17B8	1	ENSG00000204228	
KIF3C	1	ENSG00000084731	
SLC25A24	1	ENSG00000085491	
ZNF623	1	ENSG00000183309	
PDS5B	1	ENSG00000083642	
ORC4	1	ENSG00000115947	
SLC48A1	1	ENSG00000211584	
RPS3AP26	1	ENSG00000214389	
DMPK	1	ENSG00000104936	
TRMT1L	1	ENSG00000121486	
ASPH	1	ENSG00000198363	
ZNF525	1	ENSG00000203326	
SSC4D	1	ENSG00000146700	
MPV17	1	ENSG00000115204	
USP34	1	ENSG00000115464	
GABPB2	1	ENSG00000143458	
FUT10	1	ENSG00000172728	
ULK4	1	ENSG00000168038	
RFX7	1	ENSG00000181827	
ZNF211	1	ENSG00000121417	
TRIM66	1	ENSG00000166436	
KIZ	1	ENSG00000088970	
DNAJC3	1	ENSG00000102580	
RAD21	1	ENSG00000164754	
BFAR	1	ENSG00000103429	
AGTPBP1	1	ENSG00000135049	
SLC35A5	1	ENSG00000138459	
ABTB1	1	ENSG00000114626	
DNAJC24	1	ENSG00000170946	
WFS1	1	ENSG00000109501	
NOMO1	1	ENSG00000103512	
DTNB	1	ENSG00000138101	
DAZAP2	1	ENSG00000183283	
BNC2	1	ENSG00000173068	
USP25	1	ENSG00000155313	
H6PD	1	ENSG00000049239	
RB1CC1	1	ENSG00000023287	
BDP1	1	ENSG00000145734	
SSBL2P	1	ENSG00000236852	
SUSD6	1	ENSG00000100647	
CLIP4	1	ENSG00000115295	
CPLANE1	1	ENSG00000197603	
NCOA7	1	ENSG00000111912	
ZNF44	1	ENSG00000197857	
ADARB1	1	ENSG00000197381	
TBC1D31	1	ENSG00000156787	
POLR1B	1	ENSG00000125630	
COPS7A	1	ENSG00000111652	
ZC3H6	1	ENSG00000188177	
SRPK2	1	ENSG00000135250	
MRPL19	1	ENSG00000115364	
AGO4	1	ENSG00000134698	
CNOT9	1	ENSG00000144580	
MRTFB	1	ENSG00000186260	
RBM18	1	ENSG00000119446	
COMMD2	1	ENSG00000114744	
XPO4	1	ENSG00000132953	
ZNF607	1	ENSG00000198182	
FMNL2	1	ENSG00000157827	
REPS1	1	ENSG00000135597	
LRRC8B	1	ENSG00000197147	
PPARA	1	ENSG00000186951	
CARNMT1	1	ENSG00000156017	
DNAL4	1	ENSG00000100246	
SH3GLB1	1	ENSG00000097033	
REV1	1	ENSG00000135945	
EIF4EBP2	1	ENSG00000148730	
NGLY1	1	ENSG00000151092	
CASP7	1	ENSG00000165806	
RAB4A	1	ENSG00000168118	
SUMF1	1	ENSG00000144455	
MGST2	1	ENSG00000085871	
CHIC1	1	ENSG00000204116	
CRELD2	1	ENSG00000184164	
SPG11	1	ENSG00000104133	
TMEM126B	1	ENSG00000171204	
CLDN12	1	ENSG00000157224	
NPHP3	1	ENSG00000113971	
CDC42BPA	1	ENSG00000143776	
RBBP5	1	ENSG00000117222	
CHPT1	1	ENSG00000111666	
ZNF75D	1	ENSG00000186376	
MRPS35	1	ENSG00000061794	
IRF2BP2	1	ENSG00000168264	
PCYOX1	1	ENSG00000116005	
RPL7P1	1	ENSG00000214485	
SWT1	1	ENSG00000116668	
VEZF1	1	ENSG00000136451	
HACE1	1	ENSG00000085382	
KAT6B	1	ENSG00000156650	
RNF144A	1	ENSG00000151692	
STXBP3	1	ENSG00000116266	
TADA1	1	ENSG00000152382	
CDC23	1	ENSG00000094880	
SLFN5	1	ENSG00000166750	
ENTPD4	1	ENSG00000197217	
SEC31A	1	ENSG00000138674	
STOM	1	ENSG00000148175	
WDR36	1	ENSG00000134987	
SHC1	1	ENSG00000160691	
BTF3L4P2	1	ENSG00000213189	
DLG3	1	ENSG00000082458	
ZNF226	1	ENSG00000167380	
EFCAB14	1	ENSG00000159658	
UBXN2A	1	ENSG00000173960	
RAB25	1	ENSG00000132698	
ZNF451	1	ENSG00000112200	
PCYOX1L	1	ENSG00000145882	
ZBTB18	1	ENSG00000179456	
SSR3	1	ENSG00000114850	
BEX3	1	ENSG00000166681	
CHRFAM7A	1	ENSG00000166664	
GOLM1	1	ENSG00000135052	
MANEA	1	ENSG00000172469	
CREB1	1	ENSG00000118260	
XPNPEP3	1	ENSG00000196236	
PHF20	1	ENSG00000025293	
MTF1	1	ENSG00000188786	
GCNT1	1	ENSG00000187210	
OPA1	1	ENSG00000198836	
CFL2	1	ENSG00000165410	
CEP104	1	ENSG00000116198	
PIK3IP1	1	ENSG00000100100	
PDPR	1	ENSG00000090857	
ZFP82	1	ENSG00000181007	
SIDT2	1	ENSG00000149577	
STAM2	1	ENSG00000115145	
CELSR1	1	ENSG00000075275	
BAZ1B	1	ENSG00000009954	
TIA1	1	ENSG00000116001	
PHIP	1	ENSG00000146247	
PHF10	1	ENSG00000130024	
EBAG9	1	ENSG00000147654	
C11orf54	1	ENSG00000182919	
POLK	1	ENSG00000122008	
SH3YL1	1	ENSG00000035115	
CGNL1	1	ENSG00000128849	
SGPP2	1	ENSG00000163082	
MRPL50	1	ENSG00000136897	
PTP4A2	1	ENSG00000184007	
ERBB3	1	ENSG00000065361	
ZBTB1	1	ENSG00000126804	
RPN2	1	ENSG00000118705	
NUP133	1	ENSG00000069248	
MTFR1	1	ENSG00000066855	
KIAA0232	1	ENSG00000170871	
TSPAN15	1	ENSG00000099282	
MOB1B	1	ENSG00000173542	
PSEN1	1	ENSG00000080815	
MFN2	1	ENSG00000116688	
ABHD13	1	ENSG00000139826	
ZNF627	1	ENSG00000198551	
ANKIB1	1	ENSG00000001629	
MAP2K4	1	ENSG00000065559	
DCAF16	1	ENSG00000163257	
MTR	1	ENSG00000116984	
METTL15	1	ENSG00000169519	
ZNF510	1	ENSG00000081386	
IKZF2	1	ENSG00000030419	
SLC30A7	1	ENSG00000162695	
NKAPD1	1	ENSG00000150776	
PLOD2	1	ENSG00000152952	
TRIP11	1	ENSG00000100815	
MXD1	1	ENSG00000059728	
SENP7	1	ENSG00000138468	
CLSTN3	1	ENSG00000139182	
WDFY1	1	ENSG00000085449	
BSDC1	1	ENSG00000160058	
SDF2L1	1	ENSG00000128228	
ALDH1A3	1	ENSG00000184254	
ACSS2	1	ENSG00000131069	
ADK	1	ENSG00000156110	
RTL6	1	ENSG00000188636	
LPCAT1	1	ENSG00000153395	
BCL2	1	ENSG00000171791	
FOXO1	1	ENSG00000150907	
HAUS6	1	ENSG00000147874	
CLCN6	1	ENSG00000011021	
PAN3	1	ENSG00000152520	
MID1IP1	1	ENSG00000165175	
TMEM167AP2	1	ENSG00000256210	
FAM135A	1	ENSG00000082269	
SENP5	1	ENSG00000119231	
TRIM65	1	ENSG00000141569	
CLCN5	1	ENSG00000171365	
C5orf24	1	ENSG00000181904	
EIF4ENIF1	1	ENSG00000184708	
DHFR2	1	ENSG00000178700	
NPIPB5	1	ENSG00000243716	
ANAPC1	1	ENSG00000153107	
PPP1R11	1	ENSG00000204619	
DNAJC16	1	ENSG00000116138	
HDGFL3	1	ENSG00000166503	
SAP130	1	ENSG00000136715	
ARIH2	1	ENSG00000177479	
DTX3	1	ENSG00000178498	
API5	1	ENSG00000166181	
DAPK1	1	ENSG00000196730	
ZC3H12C	1	ENSG00000149289	
CDS1	1	ENSG00000163624	
SNX2	1	ENSG00000205302	
SEC63	1	ENSG00000025796	
INSR	1	ENSG00000171105	
MAT2A	1	ENSG00000168906	
HBS1L	1	ENSG00000112339	
RAB29	1	ENSG00000117280	
KANK1	1	ENSG00000107104	
HOOK1	1	ENSG00000134709	
XPOT	1	ENSG00000184575	
PPIG	1	ENSG00000138398	
RBBP4P1	1	ENSG00000249485	
NF1	1	ENSG00000196712	
NAMPT	1	ENSG00000105835	
SIN3A	1	ENSG00000169375	
MVK	1	ENSG00000110921	
CSNK1G3	1	ENSG00000151292	
GNE	1	ENSG00000159921	
GM2A	1	ENSG00000196743	
WLS	1	ENSG00000116729	
SMC2	1	ENSG00000136824	
KDELR1	1	ENSG00000105438	
SEC23B	1	ENSG00000101310	
ANKRD13C	1	ENSG00000118454	
FIG4	1	ENSG00000112367	
ZKSCAN8	1	ENSG00000198315	
NVL	1	ENSG00000143748	
ZFYVE21	1	ENSG00000100711	
FADS2	1	ENSG00000134824	
SUDS3P1	1	ENSG00000249129	
MCFD2	1	ENSG00000180398	
AHCTF1P1	1	ENSG00000226121	
FBXW11	1	ENSG00000072803	
KLHL8	1	ENSG00000145332	
AGFG1	1	ENSG00000173744	
ASAH1	1	ENSG00000104763	
SENP2	1	ENSG00000163904	
PRX	1	ENSG00000105227	
RAB40B	1	ENSG00000141542	
CEP85	1	ENSG00000130695	
PAX1	1	ENSG00000125813	
PIGK	1	ENSG00000142892	
RPL4P4	1	ENSG00000229638	
CCHCR1	1	ENSG00000204536	
PRLR	1	ENSG00000113494	
SLC22A15	1	ENSG00000163393	
HNRNPLL	1	ENSG00000143889	
MTMR4	1	ENSG00000108389	
DDX19B	1	ENSG00000157349	
UMAD1	1	ENSG00000219545	
TAF1	1	ENSG00000147133	
RAPGEF1	1	ENSG00000107263	
GPR137B	1	ENSG00000077585	
GBP2	1	ENSG00000162645	
NAPG	1	ENSG00000134265	
MZT1	1	ENSG00000204899	
MELTF	1	ENSG00000163975	
EPHX2	1	ENSG00000120915	
MGA	1	ENSG00000174197	
TMCC1	1	ENSG00000172765	
PCDHAC2	1	ENSG00000243232	
GSAP	1	ENSG00000186088	
POLR1F	1	ENSG00000105849	
RBM12B	1	ENSG00000183808	
SGCD	1	ENSG00000170624	
PDXDC1	1	ENSG00000179889	
KXD1	1	ENSG00000105700	
ADAM17	1	ENSG00000151694	
CCDC8	1	ENSG00000169515	
LSM11	1	ENSG00000155858	
RRM2B	1	ENSG00000048392	
MRS2	1	ENSG00000124532	
SIRT1	1	ENSG00000096717	
ARG2	1	ENSG00000081181	
SMC3	1	ENSG00000108055	
SLC25A12	1	ENSG00000115840	
NNT	1	ENSG00000112992	
BCL2L2	1	ENSG00000129473	
ATG13	1	ENSG00000175224	
KLF9	1	ENSG00000119138	
CEP250	1	ENSG00000126001	
TMEM184C	1	ENSG00000164168	
DTX3L	1	ENSG00000163840	
NEO1	1	ENSG00000067141	
MRPS24	1	ENSG00000062582	
SEC11C	1	ENSG00000166562	
TBCK	1	ENSG00000145348	
XIST	1	ENSG00000229807	
UCHL5	1	ENSG00000116750	
FAN1	1	ENSG00000198690	
TACC2	1	ENSG00000138162	
MRPL42	1	ENSG00000198015	
DRG2	1	ENSG00000108591	
AP2B1	1	ENSG00000006125	
ALG10B	1	ENSG00000175548	
ETV5	1	ENSG00000244405	
MAP3K1	1	ENSG00000095015	
CACHD1	1	ENSG00000158966	
TCFL5	1	ENSG00000101190	
GALNT7	1	ENSG00000109586	
SMIM8	1	ENSG00000111850	
OTUB2	1	ENSG00000089723	
SNRNP48	1	ENSG00000168566	
ZNF131	1	ENSG00000172262	
RABL3	1	ENSG00000144840	
RP2	1	ENSG00000102218	
EFCAB11	1	ENSG00000140025	
PGM3	1	ENSG00000013375	
APOOL	1	ENSG00000155008	
ZBED4	1	ENSG00000100426	
SNPH	1	ENSG00000101298	
PLA2G12A	1	ENSG00000123739	
TNRC6C	1	ENSG00000078687	
NR3C1	1	ENSG00000113580	
PDGFC	1	ENSG00000145431	
CMBL	1	ENSG00000164237	
NXPE3	1	ENSG00000144815	
SACM1L	1	ENSG00000211456	
UBE2K	1	ENSG00000078140	
CTSB	1	ENSG00000164733	
PDE6B	1	ENSG00000133256	
MIS12	1	ENSG00000167842	
EIF4BP3	1	ENSG00000224546	
LSG1	1	ENSG00000041802	
TPD52	1	ENSG00000076554	
NPC1	1	ENSG00000141458	
USP46	1	ENSG00000109189	
CLN8	1	ENSG00000182372	
UBE2W	1	ENSG00000104343	
PCF11	1	ENSG00000165494	
RPL37	1	ENSG00000145592	
PKIA	1	ENSG00000171033	
MAP4K3	1	ENSG00000011566	
C9orf72	1	ENSG00000147894	
ATP5MC2P1	1	ENSG00000225712	
GDAP1	1	ENSG00000104381	
PPM1F	1	ENSG00000100034	
GTPBP2	1	ENSG00000172432	
HK2	1	ENSG00000159399	
TOB1	1	ENSG00000141232	
TRAF3IP1	1	ENSG00000204104	
ZBTB21	1	ENSG00000173276	
STARD4	1	ENSG00000164211	
CDC40	1	ENSG00000168438	
LRRC37A3	1	ENSG00000176809	
PRIMPOL	1	ENSG00000164306	
KDM6A	1	ENSG00000147050	
LEPR	1	ENSG00000116678	
JARID2	1	ENSG00000008083	
ANKDD1A	1	ENSG00000166839	
BROX	1	ENSG00000162819	
ZCCHC14	1	ENSG00000140948	
ETFRF1	1	ENSG00000205707	
FAM149B1	1	ENSG00000138286	
CCNT2	1	ENSG00000082258	
SLC25A25	1	ENSG00000148339	
CEP192	1	ENSG00000101639	
PITHD1	1	ENSG00000057757	
RPRD2	1	ENSG00000163125	
SNX33	1	ENSG00000173548	
TTC1	1	ENSG00000113312	
RIN2	1	ENSG00000132669	
MAP9	1	ENSG00000164114	
PCLO	1	ENSG00000186472	
NFE2L1	1	ENSG00000082641	
PNPO	1	ENSG00000108439	
RBCK1	1	ENSG00000125826	
RAB21	1	ENSG00000080371	
DSG2	1	ENSG00000046604	
DNAL1	1	ENSG00000119661	
DROSHA	1	ENSG00000113360	
FAM184A	1	ENSG00000111879	
LIMK2	1	ENSG00000182541	
C2orf69	1	ENSG00000178074	
MGAT2	1	ENSG00000168282	
IL17RD	1	ENSG00000144730	
ZBTB41	1	ENSG00000177888	
NPIPA1	1	ENSG00000183426	
RBM33	1	ENSG00000184863	
GOLGA8A	1	ENSG00000175265	
TFCP2	1	ENSG00000135457	
STOML2	1	ENSG00000165283	
NUDCD3	1	ENSG00000015676	
DDX60L	1	ENSG00000181381	
AFF4	1	ENSG00000072364	
MED17	1	ENSG00000042429	
NIPAL3	1	ENSG00000001461	
TNKS	1	ENSG00000173273	
KLHL12	1	ENSG00000117153	
RRAGC	1	ENSG00000116954	
AHNAK2	1	ENSG00000185567	
COL6A1	1	ENSG00000142156	
LRRCC1	1	ENSG00000133739	
KMT2C	1	ENSG00000055609	
TRPC1	1	ENSG00000144935	
ZHX3	1	ENSG00000174306	
TIFA	1	ENSG00000145365	
RPAP2	1	ENSG00000122484	
CLCC1	1	ENSG00000121940	
ZNF862	1	ENSG00000106479	
ACTR8	1	ENSG00000113812	
PTPRA	1	ENSG00000132670	
EXOSC2	1	ENSG00000130713	
DOCK3	1	ENSG00000088538	
SERINC3	1	ENSG00000132824	
CCZ1	1	ENSG00000122674	
LINC00886	1	ENSG00000240875	
SIRT5	1	ENSG00000124523	
IFIT2	1	ENSG00000119922	
CCND2	1	ENSG00000118971	
NPTXR	1	ENSG00000221890	
ARV1	1	ENSG00000173409	
ZBTB6	1	ENSG00000186130	
IRAK4	1	ENSG00000198001	
LAMP1	1	ENSG00000185896	
EIF1B	1	ENSG00000114784	
IFNAR1	1	ENSG00000142166	
SLC19A2	1	ENSG00000117479	
ATOSB	1	ENSG00000005238	
KIAA2026	1	ENSG00000183354	
LGMN	1	ENSG00000100600	
RMND5B	1	ENSG00000145916	
ADH5	1	ENSG00000197894	
TDRD7	1	ENSG00000196116	
ANO5	1	ENSG00000171714	
SEPTIN6	1	ENSG00000125354	
BICRAL	1	ENSG00000112624	
EEF1AKMT2	1	ENSG00000203791	
ZNF439	1	ENSG00000171291	
TCEAL8	1	ENSG00000180964	
GOLIM4	1	ENSG00000173905	
DYRK2	1	ENSG00000127334	
TPI1P1	1	ENSG00000226415	
GPATCH2	1	ENSG00000092978	
SNUPN	1	ENSG00000169371	
SCN1B	1	ENSG00000105711	
RXYLT1	1	ENSG00000118600	
DELE1	1	ENSG00000081791	
DCK	1	ENSG00000156136	
TXNDC15	1	ENSG00000113621	
PTPRD	1	ENSG00000153707	
GXYLT1	1	ENSG00000151233	
KAZN	1	ENSG00000189337	
EYA3	1	ENSG00000158161	
RAB18	1	ENSG00000099246	
BCAS3	1	ENSG00000141376	
YTHDC1	1	ENSG00000083896	
GSKIP	1	ENSG00000100744	
VMA21	1	ENSG00000160131	
TPP1	1	ENSG00000166340	
CPQ	1	ENSG00000104324	
HADH	1	ENSG00000138796	
VAMP7	1	ENSG00000124333	
CRELD1	1	ENSG00000163703	
ST13P6	1	ENSG00000225259	
ADHFE1	1	ENSG00000147576	
REV3L	1	ENSG00000009413	
ZYG11B	1	ENSG00000162378	
YY1	1	ENSG00000100811	
RBBP9	1	ENSG00000089050	
SETX	1	ENSG00000107290	
UTP14C	1	ENSG00000253797	
DNALI1	1	ENSG00000163879	
BLVRB	1	ENSG00000090013	
MTOR	1	ENSG00000198793	
TCEAL9	1	ENSG00000185222	
NMD3	1	ENSG00000169251	
GCSHP5	1	ENSG00000224837	
ADGRB1	1	ENSG00000181790	
SYNGAP1	1	ENSG00000197283	
PABPC3	1	ENSG00000151846	
MCOLN3	1	ENSG00000055732	
ATL3	1	ENSG00000184743	
FLYWCH1	1	ENSG00000059122	
TMTC2	1	ENSG00000179104	
BMAL2	1	ENSG00000029153	
TMEM170A	1	ENSG00000166822	
MANBA	1	ENSG00000109323	
FNTA	1	ENSG00000168522	
HIVEP2	1	ENSG00000010818	
TMX1	1	ENSG00000139921	
DCAF17	1	ENSG00000115827	
ABL2	1	ENSG00000143322	
RPS6KA2	1	ENSG00000071242	
ADCK1	1	ENSG00000063761	
RBAK	1	ENSG00000146587	
ZNF37A	1	ENSG00000075407	
KCTD15	1	ENSG00000153885	
EIF4BP6	1	ENSG00000197258	
PEX19	1	ENSG00000162735	
KICS2	1	ENSG00000174206	
LAMA3	1	ENSG00000053747	
HMGB3	1	ENSG00000029993	
LAP3	1	ENSG00000002549	
TBC1D1	1	ENSG00000065882	
TUB	1	ENSG00000166402	
TTL	1	ENSG00000114999	
ABTB3	1	ENSG00000151136	
SDF2	1	ENSG00000132581	
PRMT9	1	ENSG00000164169	
USP28	1	ENSG00000048028	
NDUFA12	1	ENSG00000184752	
RIOX2	1	ENSG00000170854	
BACE1	1	ENSG00000186318	
FAM171B	1	ENSG00000144369	
SP100	1	ENSG00000067066	
DCP2	1	ENSG00000172795	
NIN	1	ENSG00000100503	
GKAP1	1	ENSG00000165113	
RAB40C	1	ENSG00000197562	
GCA	1	ENSG00000115271	
PTPRG	1	ENSG00000144724	
DARS1	1	ENSG00000115866	
VPS45	1	ENSG00000136631	
TWF1	1	ENSG00000151239	
TPM3P8	1	ENSG00000183022	
GEMIN8	1	ENSG00000046647	
GATD3	1	ENSG00000160221	
SELENOI	1	ENSG00000138018	
PLSCR1	1	ENSG00000188313	
HMGB1	1	ENSG00000189403	
PARP9	1	ENSG00000138496	
GPX8	1	ENSG00000164294	
CHMP2B	1	ENSG00000083937	
MAP3K20	1	ENSG00000091436	
USP18	1	ENSG00000184979	
NDUFC1	1	ENSG00000109390	
LONRF1	1	ENSG00000154359	
SLC35F5	1	ENSG00000115084	
SEC24D	1	ENSG00000150961	
NAP1L1P1	1	ENSG00000254759	
PLAGL1	1	ENSG00000118495	
HDAC4	1	ENSG00000068024	
TTC7A	1	ENSG00000068724	
EXOC4	1	ENSG00000131558	
SLC35E3	1	ENSG00000175782	
SIAH2	1	ENSG00000181788	
RHOT1	1	ENSG00000126858	
SESN1	1	ENSG00000080546	
PGAP2	1	ENSG00000148985	
OCIAD1	1	ENSG00000109180	
NBEA	1	ENSG00000172915	
DGCR6	1	ENSG00000183628	
SEPHS2	1	ENSG00000179918	
OXNAD1	1	ENSG00000154814	
TNPO3	1	ENSG00000064419	
PCK2	1	ENSG00000100889	
TNPO1	1	ENSG00000083312	
LARP1	1	ENSG00000155506	
ANKRD29	1	ENSG00000154065	
ERC1	1	ENSG00000082805	
ZNF112	1	ENSG00000062370	
ZNF664	1	ENSG00000179195	
SLC25A46	1	ENSG00000164209	
WDR89	1	ENSG00000140006	
HSPA9P1	1	ENSG00000226666	
PSPH	1	ENSG00000146733	
COPB2	1	ENSG00000184432	
HYCC2	1	ENSG00000155744	
USP4	1	ENSG00000114316	
AHCYL2	1	ENSG00000158467	
PYURF	1	ENSG00000145337	
HIPK3	1	ENSG00000110422	
ANP32B	1	ENSG00000136938	
BHLHE40	1	ENSG00000134107	
MRPL10	1	ENSG00000159111	
AP2B1P1	1	ENSG00000234130	
DPY19L1	1	ENSG00000173852	
ZKSCAN2	1	ENSG00000155592	
PNN	1	ENSG00000100941	
CNOT10	1	ENSG00000182973	
JPX	1	ENSG00000225470	
PCMTD2	1	ENSG00000203880	
EPRS1	1	ENSG00000136628	
SIL1	1	ENSG00000120725	
GLRB	1	ENSG00000109738	
PRKAA1	1	ENSG00000132356	
ZBTB24	1	ENSG00000112365	
GPHN	1	ENSG00000171723	
HDGFL2	1	ENSG00000167674	
HIPK1	1	ENSG00000163349	
NDUFAF6	1	ENSG00000156170	
SPTSSA	1	ENSG00000165389	
GRHL2	1	ENSG00000083307	
MAN1B1	1	ENSG00000177239	
RALGAPA2	1	ENSG00000188559	
CNOT4	1	ENSG00000080802	
ATP13A3	1	ENSG00000133657	
RALBP1	1	ENSG00000017797	
ZNF687	1	ENSG00000143373	
FSCN2	1	ENSG00000186765	
ILKAP	1	ENSG00000132323	
CMPK1	1	ENSG00000162368	
PGRMC1	1	ENSG00000101856	
EMP1	1	ENSG00000134531	
THAP12	1	ENSG00000137492	
ISCA2	1	ENSG00000165898	
TDP2	1	ENSG00000111802	
NFATC3	1	ENSG00000072736	
RALGPS2	1	ENSG00000116191	
CYTH3	1	ENSG00000008256	
VDAC2	1	ENSG00000165637	
AP2A2	1	ENSG00000183020	
SEC61B	1	ENSG00000106803	
UBXN10	1	ENSG00000162543	
MCC	1	ENSG00000171444	
LRATD2	1	ENSG00000168672	
SSBP2	1	ENSG00000145687	
MRAS	1	ENSG00000158186	
SRP9P1	1	ENSG00000180581	
SNX5	1	ENSG00000089006	
AARS1	1	ENSG00000090861	
NEDD1	1	ENSG00000139350	
RNF19A	1	ENSG00000034677	
TRIM22	1	ENSG00000132274	
AGPAT3	1	ENSG00000160216	
ADAL	1	ENSG00000168803	
RPS2P5	1	ENSG00000240342	
SVIL-AS1	1	ENSG00000224597	
CYRIB	1	ENSG00000153310	
MFSD11	1	ENSG00000092931	
TMTC1	1	ENSG00000133687	
HDHD3	1	ENSG00000119431	
TARBP1	1	ENSG00000059588	
LENG8	1	ENSG00000167615	
FGD4	1	ENSG00000139132	
ACTR6	1	ENSG00000075089	
WDTC1	1	ENSG00000142784	
HERC2P9	1	ENSG00000206149	
SLC6A8	1	ENSG00000130821	
ADAR	1	ENSG00000160710	
UTP15	1	ENSG00000164338	
CSRNP2	1	ENSG00000110925	
SQSTM1	1	ENSG00000161011	
TUG1	1	ENSG00000253352	
DCBLD1	1	ENSG00000164465	
RANBP9	1	ENSG00000010017	
ARSD	1	ENSG00000006756	
COMMD10	1	ENSG00000145781	
MORN4	1	ENSG00000171160	
VPS26B	1	ENSG00000151502	
BATF	1	ENSG00000156127	
ZNF506	1	ENSG00000081665	
RAB6A	1	ENSG00000175582	
COPRS	1	ENSG00000172301	
OGDH	1	ENSG00000105953	
EXOC5	1	ENSG00000070367	
OXA1L	1	ENSG00000155463	
TSKU	1	ENSG00000182704	
SDHAF1	1	ENSG00000205138	
ZNF417	1	ENSG00000173480	
KLHL9	1	ENSG00000198642	
MAPK13	1	ENSG00000156711	
UBE2Q2	1	ENSG00000140367	
SCAMP5	1	ENSG00000198794	
C14orf119	1	ENSG00000179933	
THOC3	1	ENSG00000051596	
TLR5	1	ENSG00000187554	
LPAR6	1	ENSG00000139679	
ZNF148	1	ENSG00000163848	
PSPC1	1	ENSG00000121390	
SSU72	1	ENSG00000160075	
SRPRB	1	ENSG00000144867	
ZNF277	1	ENSG00000198839	
FAM131A	1	ENSG00000175182	
MAK	1	ENSG00000111837	
PLEKHB2	1	ENSG00000115762	
METTL25	1	ENSG00000127720	
JKAMP	1	ENSG00000050130	
AMZ2	1	ENSG00000196704	
REXO5	1	ENSG00000005189	
NLK	1	ENSG00000087095	
MOSPD2	1	ENSG00000130150	
CEP290	1	ENSG00000198707	
ZNF619	1	ENSG00000177873	
RAP1GAP	1	ENSG00000076864	
IPO9	1	ENSG00000198700	
CCDC126	1	ENSG00000169193	
C6orf89	1	ENSG00000198663	
A1BG	1	ENSG00000121410	
TARS1	1	ENSG00000113407	
CS	1	ENSG00000062485	
LRSAM1	1	ENSG00000148356	
ALAD	1	ENSG00000148218	
ARHGAP26	1	ENSG00000145819	
RAP1GAP2	1	ENSG00000132359	
PTPN14	1	ENSG00000152104	
TRMT10B	1	ENSG00000165275	
LMLN	1	ENSG00000185621	
ANKRD46	1	ENSG00000186106	
TRIM39	1	ENSG00000204599	
LINC00674	1	ENSG00000237854	
QTRT2	1	ENSG00000151576	
SLC39A7	1	ENSG00000112473	
ILRUN	1	ENSG00000196821	
ZNF605	1	ENSG00000196458	
PTPDC1	1	ENSG00000158079	
MERTK	1	ENSG00000153208	
ADAM23	1	ENSG00000114948	
IKZF5	1	ENSG00000095574	
VRK1	1	ENSG00000100749	
FYTTD1	1	ENSG00000122068	
